Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast
05-01-2024,SKU_17,WH_3,SUP_7,East,27,611,3,339,0,16.8,28.54,0,0,24.69
06-01-2024,SKU_17,WH_3,SUP_7,South,22,589,3,339,0,16.8,28.54,0,0,20.04
07-01-2024,SKU_17,WH_3,SUP_7,East,25,564,3,339,0,16.8,28.54,0,0,30.39
08-01-2024,SKU_17,WH_3,SUP_7,West,19,545,3,339,0,16.8,28.54,0,0,22.63
09-01-2024,SKU_17,WH_3,SUP_7,South,26,519,3,339,0,16.8,28.54,0,0,30.18
10-01-2024,SKU_17,WH_3,SUP_7,West,16,503,3,339,0,16.8,28.54,0,0,19.35
11-01-2024,SKU_17,WH_3,SUP_7,North,27,476,3,339,0,16.8,28.54,0,0,25.02
12-01-2024,SKU_17,WH_3,SUP_7,South,35,441,3,339,0,16.8,28.54,0,0,36.34
13-01-2024,SKU_17,WH_3,SUP_7,West,23,418,3,339,0,16.8,28.54,1,0,22.88
14-01-2024,SKU_17,WH_3,SUP_7,North,17,401,3,339,0,16.8,28.54,0,0,11.12
15-01-2024,SKU_17,WH_3,SUP_7,South,21,380,3,339,0,16.8,28.54,0,0,19.18
16-01-2024,SKU_17,WH_3,SUP_7,South,14,366,3,339,0,16.8,28.54,0,0,14.23
17-01-2024,SKU_17,WH_3,SUP_7,East,26,340,3,339,0,16.8,28.54,0,0,23.18
18-01-2024,SKU_17,WH_3,SUP_7,South,22,318,3,339,0,16.8,28.54,0,0,22.84
19-01-2024,SKU_17,WH_3,SUP_7,North,30,633,3,339,345,16.8,28.54,0,0,32.82
20-01-2024,SKU_17,WH_3,SUP_7,South,23,610,3,339,0,16.8,28.54,0,0,20.84
21-01-2024,SKU_17,WH_3,SUP_7,West,33,577,3,339,0,16.8,28.54,1,0,29.43
22-01-2024,SKU_17,WH_3,SUP_7,West,18,559,3,339,0,16.8,28.54,0,0,19.14
23-01-2024,SKU_17,WH_3,SUP_7,North,25,534,3,339,0,16.8,28.54,0,0,22.25
24-01-2024,SKU_17,WH_3,SUP_7,South,27,507,3,339,0,16.8,28.54,0,0,25.65
25-01-2024,SKU_17,WH_3,SUP_7,North,27,480,3,339,0,16.8,28.54,0,0,27.71
26-01-2024,SKU_17,WH_3,SUP_7,South,19,461,3,339,0,16.8,28.54,0,0,18.94
27-01-2024,SKU_17,WH_3,SUP_7,East,12,449,3,339,0,16.8,28.54,0,0,16.92
28-01-2024,SKU_17,WH_3,SUP_7,North,20,429,3,339,0,16.8,28.54,0,0,17.22
29-01-2024,SKU_17,WH_3,SUP_7,East,19,410,3,339,0,16.8,28.54,0,0,17.29
30-01-2024,SKU_17,WH_3,SUP_7,South,23,387,3,339,0,16.8,28.54,0,0,26.83
31-01-2024,SKU_17,WH_3,SUP_7,North,26,361,3,339,0,16.8,28.54,0,0,27.07
01-02-2024,SKU_17,WH_3,SUP_7,West,29,332,3,339,0,16.8,28.54,0,0,27.19
02-02-2024,SKU_17,WH_3,SUP_7,East,24,645,3,339,337,16.8,28.54,0,0,24.65
03-02-2024,SKU_17,WH_3,SUP_7,North,20,625,3,339,0,16.8,28.54,0,0,22.56
04-02-2024,SKU_17,WH_3,SUP_7,West,25,600,3,339,0,16.8,28.54,0,0,22.71
05-02-2024,SKU_17,WH_3,SUP_7,South,26,574,3,339,0,16.8,28.54,0,0,21.72
06-02-2024,SKU_17,WH_3,SUP_7,West,26,548,3,339,0,16.8,28.54,0,0,25.93
07-02-2024,SKU_17,WH_3,SUP_7,North,23,525,3,339,0,16.8,28.54,0,0,27.05
08-02-2024,SKU_17,WH_3,SUP_7,East,29,496,3,339,0,16.8,28.54,0,0,31.92
09-02-2024,SKU_17,WH_3,SUP_7,East,20,476,3,339,0,16.8,28.54,0,0,20.31
10-02-2024,SKU_17,WH_3,SUP_7,West,21,455,3,339,0,16.8,28.54,0,0,19.02
11-02-2024,SKU_17,WH_3,SUP_7,East,28,427,3,339,0,16.8,28.54,0,0,30.46
12-02-2024,SKU_17,WH_3,SUP_7,East,29,398,3,339,0,16.8,28.54,0,0,30.21
13-02-2024,SKU_17,WH_3,SUP_7,East,20,378,3,339,0,16.8,28.54,0,0,20.99
14-02-2024,SKU_17,WH_3,SUP_7,East,32,346,3,339,0,16.8,28.54,0,0,31.49
15-02-2024,SKU_17,WH_3,SUP_7,South,25,321,3,339,0,16.8,28.54,0,0,24.59
16-02-2024,SKU_17,WH_3,SUP_7,East,37,670,3,339,386,16.8,28.54,1,0,41.15
17-02-2024,SKU_17,WH_3,SUP_7,North,33,637,3,339,0,16.8,28.54,0,0,30.39
18-02-2024,SKU_17,WH_3,SUP_7,North,45,592,3,339,0,16.8,28.54,1,0,43.7
19-02-2024,SKU_17,WH_3,SUP_7,South,25,567,3,339,0,16.8,28.54,0,0,30.28
20-02-2024,SKU_17,WH_3,SUP_7,South,24,543,3,339,0,16.8,28.54,0,0,27.98
21-02-2024,SKU_17,WH_3,SUP_7,West,33,510,3,339,0,16.8,28.54,0,0,32.81
22-02-2024,SKU_17,WH_3,SUP_7,North,37,473,3,339,0,16.8,28.54,0,0,37.92
23-02-2024,SKU_17,WH_3,SUP_7,North,32,441,3,339,0,16.8,28.54,0,0,29.11
24-02-2024,SKU_17,WH_3,SUP_7,East,26,415,3,339,0,16.8,28.54,0,0,22.16
25-02-2024,SKU_17,WH_3,SUP_7,South,27,388,3,339,0,16.8,28.54,0,0,28.65
26-02-2024,SKU_17,WH_3,SUP_7,East,29,359,3,339,0,16.8,28.54,0,0,25.78
27-02-2024,SKU_17,WH_3,SUP_7,North,33,326,3,339,0,16.8,28.54,0,0,31.65
28-02-2024,SKU_17,WH_3,SUP_7,North,25,711,3,339,410,16.8,28.54,0,0,23.86
29-02-2024,SKU_17,WH_3,SUP_7,West,37,674,3,339,0,16.8,28.54,1,0,38.02
01-03-2024,SKU_17,WH_3,SUP_7,West,29,645,3,339,0,16.8,28.54,0,0,25.45
02-03-2024,SKU_17,WH_3,SUP_7,South,26,619,3,339,0,16.8,28.54,0,0,26.79
03-03-2024,SKU_17,WH_3,SUP_7,West,26,593,3,339,0,16.8,28.54,0,0,21.77
04-03-2024,SKU_17,WH_3,SUP_7,North,36,557,3,339,0,16.8,28.54,0,0,36.35
05-03-2024,SKU_17,WH_3,SUP_7,West,28,529,3,339,0,16.8,28.54,0,0,25.42
06-03-2024,SKU_17,WH_3,SUP_7,North,43,486,3,339,0,16.8,28.54,0,0,45.67
07-03-2024,SKU_17,WH_3,SUP_7,South,35,451,3,339,0,16.8,28.54,1,0,32.61
08-03-2024,SKU_17,WH_3,SUP_7,East,24,427,3,339,0,16.8,28.54,0,0,22.77
09-03-2024,SKU_17,WH_3,SUP_7,East,28,399,3,339,0,16.8,28.54,0,0,25.46
10-03-2024,SKU_17,WH_3,SUP_7,North,28,371,3,339,0,16.8,28.54,0,0,25.55
11-03-2024,SKU_17,WH_3,SUP_7,North,30,341,3,339,0,16.8,28.54,0,0,25.98
12-03-2024,SKU_17,WH_3,SUP_7,East,33,308,3,339,0,16.8,28.54,0,0,31.24
13-03-2024,SKU_17,WH_3,SUP_7,North,44,475,3,339,211,16.8,28.54,1,0,45.06
14-03-2024,SKU_17,WH_3,SUP_7,South,20,455,3,339,0,16.8,28.54,0,0,22.48
15-03-2024,SKU_17,WH_3,SUP_7,North,27,428,3,339,0,16.8,28.54,0,0,24.54
16-03-2024,SKU_17,WH_3,SUP_7,South,25,403,3,339,0,16.8,28.54,0,0,21.77
17-03-2024,SKU_17,WH_3,SUP_7,North,25,378,3,339,0,16.8,28.54,0,0,25.27
18-03-2024,SKU_17,WH_3,SUP_7,East,29,349,3,339,0,16.8,28.54,0,0,29.19
19-03-2024,SKU_17,WH_3,SUP_7,North,31,318,3,339,0,16.8,28.54,0,0,30.58
20-03-2024,SKU_17,WH_3,SUP_7,North,22,539,3,339,243,16.8,28.54,0,0,25.35
21-03-2024,SKU_17,WH_3,SUP_7,North,29,510,3,339,0,16.8,28.54,0,0,31.66
22-03-2024,SKU_17,WH_3,SUP_7,North,44,466,3,339,0,16.8,28.54,0,0,42.3
23-03-2024,SKU_17,WH_3,SUP_7,East,26,440,3,339,0,16.8,28.54,0,0,29.3
24-03-2024,SKU_17,WH_3,SUP_7,East,40,400,3,339,0,16.8,28.54,0,0,39.92
25-03-2024,SKU_17,WH_3,SUP_7,South,37,363,3,339,0,16.8,28.54,0,0,45.23
26-03-2024,SKU_17,WH_3,SUP_7,South,23,340,3,339,0,16.8,28.54,0,0,19.98
27-03-2024,SKU_17,WH_3,SUP_7,West,31,309,3,339,0,16.8,28.54,0,0,25.03
28-03-2024,SKU_17,WH_3,SUP_7,West,30,659,3,339,380,16.8,28.54,0,0,30.76
29-03-2024,SKU_17,WH_3,SUP_7,East,28,631,3,339,0,16.8,28.54,0,0,29.82
30-03-2024,SKU_17,WH_3,SUP_7,South,19,612,3,339,0,16.8,28.54,0,0,15.53
31-03-2024,SKU_17,WH_3,SUP_7,West,24,588,3,339,0,16.8,28.54,0,0,24.31
01-04-2024,SKU_17,WH_3,SUP_7,West,31,557,3,339,0,16.8,28.54,0,0,32.7
02-04-2024,SKU_17,WH_3,SUP_7,South,37,520,3,339,0,16.8,28.54,0,0,31.83
03-04-2024,SKU_17,WH_3,SUP_7,South,39,481,3,339,0,16.8,28.54,1,0,41.47
04-04-2024,SKU_17,WH_3,SUP_7,West,27,454,3,339,0,16.8,28.54,0,0,31.67
05-04-2024,SKU_17,WH_3,SUP_7,West,33,421,3,339,0,16.8,28.54,0,0,40.41
06-04-2024,SKU_17,WH_3,SUP_7,South,28,393,3,339,0,16.8,28.54,0,0,30.85
07-04-2024,SKU_17,WH_3,SUP_7,East,30,363,3,339,0,16.8,28.54,0,0,30.54
08-04-2024,SKU_17,WH_3,SUP_7,East,34,329,3,339,0,16.8,28.54,0,0,31.14
09-04-2024,SKU_17,WH_3,SUP_7,East,33,701,3,339,405,16.8,28.54,0,0,36.59
10-04-2024,SKU_17,WH_3,SUP_7,East,34,667,3,339,0,16.8,28.54,0,0,31.67
11-04-2024,SKU_17,WH_3,SUP_7,East,23,644,3,339,0,16.8,28.54,0,0,22.76
12-04-2024,SKU_17,WH_3,SUP_7,East,31,613,3,339,0,16.8,28.54,0,0,31.77
13-04-2024,SKU_17,WH_3,SUP_7,South,28,585,3,339,0,16.8,28.54,0,0,31.56
14-04-2024,SKU_17,WH_3,SUP_7,West,26,559,3,339,0,16.8,28.54,0,0,26.63
15-04-2024,SKU_17,WH_3,SUP_7,East,22,537,3,339,0,16.8,28.54,0,0,19.1
16-04-2024,SKU_17,WH_3,SUP_7,West,26,511,3,339,0,16.8,28.54,0,0,26.14
17-04-2024,SKU_17,WH_3,SUP_7,South,33,478,3,339,0,16.8,28.54,0,0,36.34
18-04-2024,SKU_17,WH_3,SUP_7,West,26,452,3,339,0,16.8,28.54,0,0,26.01
19-04-2024,SKU_17,WH_3,SUP_7,East,34,418,3,339,0,16.8,28.54,0,0,32.55
20-04-2024,SKU_17,WH_3,SUP_7,East,33,385,3,339,0,16.8,28.54,0,0,32.95
21-04-2024,SKU_17,WH_3,SUP_7,East,35,350,3,339,0,16.8,28.54,0,0,38.83
22-04-2024,SKU_17,WH_3,SUP_7,West,31,319,3,339,0,16.8,28.54,0,0,33.45
23-04-2024,SKU_17,WH_3,SUP_7,North,25,656,3,339,362,16.8,28.54,0,0,24.49
24-04-2024,SKU_17,WH_3,SUP_7,North,26,630,3,339,0,16.8,28.54,0,0,29.1
25-04-2024,SKU_17,WH_3,SUP_7,South,24,606,3,339,0,16.8,28.54,0,0,24.36
26-04-2024,SKU_17,WH_3,SUP_7,North,33,573,3,339,0,16.8,28.54,0,0,31.95
27-04-2024,SKU_17,WH_3,SUP_7,East,27,546,3,339,0,16.8,28.54,0,0,23.52
28-04-2024,SKU_17,WH_3,SUP_7,East,25,521,3,339,0,16.8,28.54,0,0,21.86
29-04-2024,SKU_17,WH_3,SUP_7,East,23,498,3,339,0,16.8,28.54,0,0,22.2
30-04-2024,SKU_17,WH_3,SUP_7,North,38,460,3,339,0,16.8,28.54,0,0,44.4
01-05-2024,SKU_17,WH_3,SUP_7,West,32,428,3,339,0,16.8,28.54,1,0,29.84
02-05-2024,SKU_17,WH_3,SUP_7,East,30,398,3,339,0,16.8,28.54,0,0,30.39
03-05-2024,SKU_17,WH_3,SUP_7,West,28,370,3,339,0,16.8,28.54,0,0,25.72
04-05-2024,SKU_17,WH_3,SUP_7,West,17,353,3,339,0,16.8,28.54,0,0,16.45
05-05-2024,SKU_17,WH_3,SUP_7,North,33,320,3,339,0,16.8,28.54,0,0,30.46
06-05-2024,SKU_17,WH_3,SUP_7,South,28,568,3,339,276,16.8,28.54,0,0,24.4
07-05-2024,SKU_17,WH_3,SUP_7,East,25,543,3,339,0,16.8,28.54,0,0,21.8
08-05-2024,SKU_17,WH_3,SUP_7,West,22,521,3,339,0,16.8,28.54,0,0,19.55
09-05-2024,SKU_17,WH_3,SUP_7,East,31,490,3,339,0,16.8,28.54,0,0,26.76
10-05-2024,SKU_17,WH_3,SUP_7,West,27,463,3,339,0,16.8,28.54,0,0,24.68
11-05-2024,SKU_17,WH_3,SUP_7,East,25,438,3,339,0,16.8,28.54,0,0,24.98
12-05-2024,SKU_17,WH_3,SUP_7,South,25,413,3,339,0,16.8,28.54,0,0,27.83
13-05-2024,SKU_17,WH_3,SUP_7,South,23,390,3,339,0,16.8,28.54,0,0,23.48
14-05-2024,SKU_17,WH_3,SUP_7,West,28,362,3,339,0,16.8,28.54,0,0,26.99
15-05-2024,SKU_17,WH_3,SUP_7,West,24,338,3,339,0,16.8,28.54,0,0,22.64
16-05-2024,SKU_17,WH_3,SUP_7,South,29,624,3,339,315,16.8,28.54,0,0,31.26
17-05-2024,SKU_17,WH_3,SUP_7,East,28,596,3,339,0,16.8,28.54,0,0,27.38
18-05-2024,SKU_17,WH_3,SUP_7,West,33,563,3,339,0,16.8,28.54,0,0,37.03
19-05-2024,SKU_17,WH_3,SUP_7,South,25,538,3,339,0,16.8,28.54,0,0,21.93
20-05-2024,SKU_17,WH_3,SUP_7,East,29,509,3,339,0,16.8,28.54,0,0,25.92
21-05-2024,SKU_17,WH_3,SUP_7,North,20,489,3,339,0,16.8,28.54,0,0,15.94
22-05-2024,SKU_17,WH_3,SUP_7,North,29,460,3,339,0,16.8,28.54,1,0,36.66
23-05-2024,SKU_17,WH_3,SUP_7,West,21,439,3,339,0,16.8,28.54,0,0,19.66
24-05-2024,SKU_17,WH_3,SUP_7,East,23,416,3,339,0,16.8,28.54,0,0,22.38
25-05-2024,SKU_17,WH_3,SUP_7,West,24,392,3,339,0,16.8,28.54,0,0,27.02
26-05-2024,SKU_17,WH_3,SUP_7,East,29,363,3,339,0,16.8,28.54,0,0,20.16
27-05-2024,SKU_17,WH_3,SUP_7,West,25,338,3,339,0,16.8,28.54,0,0,24.12
28-05-2024,SKU_17,WH_3,SUP_7,West,17,527,3,339,206,16.8,28.54,0,0,20.18
29-05-2024,SKU_17,WH_3,SUP_7,East,24,503,3,339,0,16.8,28.54,0,0,23.47
30-05-2024,SKU_17,WH_3,SUP_7,West,26,477,3,339,0,16.8,28.54,0,0,27.37
31-05-2024,SKU_17,WH_3,SUP_7,West,37,440,3,339,0,16.8,28.54,1,0,31.86
01-06-2024,SKU_17,WH_3,SUP_7,East,24,416,3,339,0,16.8,28.54,0,0,19.85
02-06-2024,SKU_17,WH_3,SUP_7,East,21,395,3,339,0,16.8,28.54,0,0,29.52
03-06-2024,SKU_17,WH_3,SUP_7,North,25,370,3,339,0,16.8,28.54,0,0,21.76
04-06-2024,SKU_17,WH_3,SUP_7,North,27,343,3,339,0,16.8,28.54,0,0,29.27
05-06-2024,SKU_17,WH_3,SUP_7,South,17,326,3,339,0,16.8,28.54,0,0,18.87
06-06-2024,SKU_17,WH_3,SUP_7,South,22,663,3,339,359,16.8,28.54,0,0,23.35
07-06-2024,SKU_17,WH_3,SUP_7,West,26,637,3,339,0,16.8,28.54,0,0,26.72
08-06-2024,SKU_17,WH_3,SUP_7,West,24,613,3,339,0,16.8,28.54,0,0,18.15
09-06-2024,SKU_17,WH_3,SUP_7,East,21,592,3,339,0,16.8,28.54,0,0,26.52
10-06-2024,SKU_17,WH_3,SUP_7,North,20,572,3,339,0,16.8,28.54,0,0,24
11-06-2024,SKU_17,WH_3,SUP_7,North,18,554,3,339,0,16.8,28.54,0,0,22.54
12-06-2024,SKU_17,WH_3,SUP_7,South,21,533,3,339,0,16.8,28.54,0,0,19.42
13-06-2024,SKU_17,WH_3,SUP_7,South,21,512,3,339,0,16.8,28.54,0,0,23.32
14-06-2024,SKU_17,WH_3,SUP_7,West,33,479,3,339,0,16.8,28.54,0,0,30.89
15-06-2024,SKU_17,WH_3,SUP_7,North,25,454,3,339,0,16.8,28.54,0,0,25.24
16-06-2024,SKU_17,WH_3,SUP_7,North,21,433,3,339,0,16.8,28.54,0,0,20.35
17-06-2024,SKU_17,WH_3,SUP_7,East,18,415,3,339,0,16.8,28.54,0,0,20.69
18-06-2024,SKU_17,WH_3,SUP_7,East,23,392,3,339,0,16.8,28.54,1,0,24.77
19-06-2024,SKU_17,WH_3,SUP_7,East,13,379,3,339,0,16.8,28.54,0,0,12.8
20-06-2024,SKU_17,WH_3,SUP_7,North,20,359,3,339,0,16.8,28.54,0,0,20.25
21-06-2024,SKU_17,WH_3,SUP_7,South,17,342,3,339,0,16.8,28.54,0,0,23.16
22-06-2024,SKU_17,WH_3,SUP_7,North,16,326,3,339,0,16.8,28.54,0,0,17.23
23-06-2024,SKU_17,WH_3,SUP_7,East,20,765,3,339,459,16.8,28.54,0,0,19.08
24-06-2024,SKU_17,WH_3,SUP_7,South,22,743,3,339,0,16.8,28.54,0,0,21.26
25-06-2024,SKU_17,WH_3,SUP_7,North,23,720,3,339,0,16.8,28.54,0,0,28.08
26-06-2024,SKU_17,WH_3,SUP_7,West,20,700,3,339,0,16.8,28.54,0,0,19.74
27-06-2024,SKU_17,WH_3,SUP_7,North,35,665,3,339,0,16.8,28.54,1,0,37.13
28-06-2024,SKU_17,WH_3,SUP_7,West,17,648,3,339,0,16.8,28.54,0,0,11.11
29-06-2024,SKU_17,WH_3,SUP_7,East,22,626,3,339,0,16.8,28.54,1,0,20.14
30-06-2024,SKU_17,WH_3,SUP_7,South,17,609,3,339,0,16.8,28.54,0,0,15.46
01-07-2024,SKU_17,WH_3,SUP_7,East,29,580,3,339,0,16.8,28.54,0,0,29.81
02-07-2024,SKU_17,WH_3,SUP_7,North,19,561,3,339,0,16.8,28.54,0,0,19.59
03-07-2024,SKU_17,WH_3,SUP_7,North,27,534,3,339,0,16.8,28.54,1,0,23.68
04-07-2024,SKU_17,WH_3,SUP_7,East,21,513,3,339,0,16.8,28.54,0,0,19.35
05-07-2024,SKU_17,WH_3,SUP_7,West,26,487,3,339,0,16.8,28.54,0,0,26.95
06-07-2024,SKU_17,WH_3,SUP_7,West,16,471,3,339,0,16.8,28.54,0,0,16.14
07-07-2024,SKU_17,WH_3,SUP_7,North,15,456,3,339,0,16.8,28.54,0,0,14.65
08-07-2024,SKU_17,WH_3,SUP_7,West,15,441,3,339,0,16.8,28.54,0,0,18.63
09-07-2024,SKU_17,WH_3,SUP_7,North,17,424,3,339,0,16.8,28.54,0,0,17.3
10-07-2024,SKU_17,WH_3,SUP_7,East,16,408,3,339,0,16.8,28.54,0,0,17.66
11-07-2024,SKU_17,WH_3,SUP_7,East,22,386,3,339,0,16.8,28.54,0,0,19.45
12-07-2024,SKU_17,WH_3,SUP_7,North,18,368,3,339,0,16.8,28.54,0,0,17.41
13-07-2024,SKU_17,WH_3,SUP_7,West,13,355,3,339,0,16.8,28.54,0,0,11.09
14-07-2024,SKU_17,WH_3,SUP_7,North,14,341,3,339,0,16.8,28.54,0,0,16.99
15-07-2024,SKU_17,WH_3,SUP_7,East,19,322,3,339,0,16.8,28.54,0,0,15.05
16-07-2024,SKU_17,WH_3,SUP_7,South,25,721,3,339,424,16.8,28.54,0,0,26.52
17-07-2024,SKU_17,WH_3,SUP_7,East,11,710,3,339,0,16.8,28.54,0,0,8.51
18-07-2024,SKU_17,WH_3,SUP_7,East,20,690,3,339,0,16.8,28.54,0,0,20.99
19-07-2024,SKU_17,WH_3,SUP_7,South,15,675,3,339,0,16.8,28.54,0,0,14
20-07-2024,SKU_17,WH_3,SUP_7,North,12,663,3,339,0,16.8,28.54,0,0,13.14
21-07-2024,SKU_17,WH_3,SUP_7,East,18,645,3,339,0,16.8,28.54,0,0,18.72
22-07-2024,SKU_17,WH_3,SUP_7,East,18,627,3,339,0,16.8,28.54,0,0,11.69
23-07-2024,SKU_17,WH_3,SUP_7,South,20,607,3,339,0,16.8,28.54,0,0,15.3
24-07-2024,SKU_17,WH_3,SUP_7,East,24,583,3,339,0,16.8,28.54,0,0,21.83
25-07-2024,SKU_17,WH_3,SUP_7,West,11,572,3,339,0,16.8,28.54,0,0,14.89
26-07-2024,SKU_17,WH_3,SUP_7,West,10,562,3,339,0,16.8,28.54,0,0,16.86
27-07-2024,SKU_17,WH_3,SUP_7,West,20,542,3,339,0,16.8,28.54,0,0,23.19
28-07-2024,SKU_17,WH_3,SUP_7,South,11,531,3,339,0,16.8,28.54,0,0,9.29
29-07-2024,SKU_17,WH_3,SUP_7,South,28,503,3,339,0,16.8,28.54,1,0,23.79
30-07-2024,SKU_17,WH_3,SUP_7,South,18,485,3,339,0,16.8,28.54,1,0,15.19
31-07-2024,SKU_17,WH_3,SUP_7,East,17,468,3,339,0,16.8,28.54,0,0,16.99
01-08-2024,SKU_17,WH_3,SUP_7,South,19,449,3,339,0,16.8,28.54,0,0,19.04
02-08-2024,SKU_17,WH_3,SUP_7,South,13,436,3,339,0,16.8,28.54,0,0,7.95
03-08-2024,SKU_17,WH_3,SUP_7,South,19,417,3,339,0,16.8,28.54,0,0,21.53
04-08-2024,SKU_17,WH_3,SUP_7,North,13,404,3,339,0,16.8,28.54,0,0,9.82
05-08-2024,SKU_17,WH_3,SUP_7,North,14,390,3,339,0,16.8,28.54,0,0,15.73
06-08-2024,SKU_17,WH_3,SUP_7,West,12,378,3,339,0,16.8,28.54,0,0,11.68
07-08-2024,SKU_17,WH_3,SUP_7,East,13,365,3,339,0,16.8,28.54,0,0,12.53
08-08-2024,SKU_17,WH_3,SUP_7,West,9,356,3,339,0,16.8,28.54,0,0,7.53
09-08-2024,SKU_17,WH_3,SUP_7,West,13,343,3,339,0,16.8,28.54,0,0,14.2
10-08-2024,SKU_17,WH_3,SUP_7,East,8,335,3,339,0,16.8,28.54,0,0,0.85
11-08-2024,SKU_17,WH_3,SUP_7,East,9,654,3,339,328,16.8,28.54,0,0,10.28
12-08-2024,SKU_17,WH_3,SUP_7,South,10,644,3,339,0,16.8,28.54,0,0,10.27
13-08-2024,SKU_17,WH_3,SUP_7,East,4,640,3,339,0,16.8,28.54,0,0,2.19
14-08-2024,SKU_17,WH_3,SUP_7,North,9,631,3,339,0,16.8,28.54,0,0,10.29
15-08-2024,SKU_17,WH_3,SUP_7,North,15,616,3,339,0,16.8,28.54,0,0,14.89
16-08-2024,SKU_17,WH_3,SUP_7,East,16,600,3,339,0,16.8,28.54,1,0,16.29
17-08-2024,SKU_17,WH_3,SUP_7,North,13,587,3,339,0,16.8,28.54,1,0,13.54
18-08-2024,SKU_17,WH_3,SUP_7,West,14,573,3,339,0,16.8,28.54,0,0,12.63
19-08-2024,SKU_17,WH_3,SUP_7,East,15,558,3,339,0,16.8,28.54,0,0,17.88
20-08-2024,SKU_17,WH_3,SUP_7,East,19,539,3,339,0,16.8,28.54,0,0,24.04
21-08-2024,SKU_17,WH_3,SUP_7,West,6,533,3,339,0,16.8,28.54,0,0,9.54
22-08-2024,SKU_17,WH_3,SUP_7,South,7,526,3,339,0,16.8,28.54,0,0,6.57
23-08-2024,SKU_17,WH_3,SUP_7,West,9,517,3,339,0,16.8,28.54,0,0,11.25
24-08-2024,SKU_17,WH_3,SUP_7,West,17,500,3,339,0,16.8,28.54,0,0,15.86
25-08-2024,SKU_17,WH_3,SUP_7,East,12,488,3,339,0,16.8,28.54,0,0,8.39
26-08-2024,SKU_17,WH_3,SUP_7,West,8,480,3,339,0,16.8,28.54,0,0,5.56
27-08-2024,SKU_17,WH_3,SUP_7,East,10,470,3,339,0,16.8,28.54,0,0,8.89
28-08-2024,SKU_17,WH_3,SUP_7,West,21,449,3,339,0,16.8,28.54,0,0,20.97
29-08-2024,SKU_17,WH_3,SUP_7,East,17,432,3,339,0,16.8,28.54,0,0,16.6
30-08-2024,SKU_17,WH_3,SUP_7,South,17,415,3,339,0,16.8,28.54,0,0,21.55
31-08-2024,SKU_17,WH_3,SUP_7,East,6,409,3,339,0,16.8,28.54,1,0,10.77
01-09-2024,SKU_17,WH_3,SUP_7,South,8,401,3,339,0,16.8,28.54,0,0,5.45
02-09-2024,SKU_17,WH_3,SUP_7,South,8,393,3,339,0,16.8,28.54,0,0,6.05
03-09-2024,SKU_17,WH_3,SUP_7,South,2,391,3,339,0,16.8,28.54,0,0,5.45
04-09-2024,SKU_17,WH_3,SUP_7,West,15,376,3,339,0,16.8,28.54,0,0,17.14
05-09-2024,SKU_17,WH_3,SUP_7,West,12,364,3,339,0,16.8,28.54,0,0,13.21
06-09-2024,SKU_17,WH_3,SUP_7,West,14,350,3,339,0,16.8,28.54,1,0,13.45
07-09-2024,SKU_17,WH_3,SUP_7,North,3,347,3,339,0,16.8,28.54,0,0,5.86
08-09-2024,SKU_17,WH_3,SUP_7,North,16,331,3,339,0,16.8,28.54,0,0,16.81
09-09-2024,SKU_17,WH_3,SUP_7,North,18,650,3,339,337,16.8,28.54,0,0,19.15
10-09-2024,SKU_17,WH_3,SUP_7,North,12,638,3,339,0,16.8,28.54,0,0,14.37
11-09-2024,SKU_17,WH_3,SUP_7,West,11,627,3,339,0,16.8,28.54,0,0,10.41
12-09-2024,SKU_17,WH_3,SUP_7,West,12,615,3,339,0,16.8,28.54,0,0,14.76
13-09-2024,SKU_17,WH_3,SUP_7,West,11,604,3,339,0,16.8,28.54,0,0,14.08
14-09-2024,SKU_17,WH_3,SUP_7,South,19,585,3,339,0,16.8,28.54,0,0,23.87
15-09-2024,SKU_17,WH_3,SUP_7,West,3,582,3,339,0,16.8,28.54,1,0,5.44
16-09-2024,SKU_17,WH_3,SUP_7,South,7,575,3,339,0,16.8,28.54,0,0,7.23
17-09-2024,SKU_17,WH_3,SUP_7,West,12,563,3,339,0,16.8,28.54,0,0,11.34
18-09-2024,SKU_17,WH_3,SUP_7,North,13,550,3,339,0,16.8,28.54,0,0,14.8
19-09-2024,SKU_17,WH_3,SUP_7,South,9,541,3,339,0,16.8,28.54,1,0,9.25
20-09-2024,SKU_17,WH_3,SUP_7,West,18,523,3,339,0,16.8,28.54,0,0,13.28
21-09-2024,SKU_17,WH_3,SUP_7,North,9,514,3,339,0,16.8,28.54,0,0,6.14
22-09-2024,SKU_17,WH_3,SUP_7,East,3,511,3,339,0,16.8,28.54,1,0,1.11
23-09-2024,SKU_17,WH_3,SUP_7,West,13,498,3,339,0,16.8,28.54,0,0,8.76
24-09-2024,SKU_17,WH_3,SUP_7,West,3,495,3,339,0,16.8,28.54,0,0,0.78
25-09-2024,SKU_17,WH_3,SUP_7,South,3,492,3,339,0,16.8,28.54,0,0,5.1
26-09-2024,SKU_17,WH_3,SUP_7,North,6,486,3,339,0,16.8,28.54,0,0,5.93
27-09-2024,SKU_17,WH_3,SUP_7,South,11,475,3,339,0,16.8,28.54,0,0,9.21
